time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
213,0.0,0.0,14883.641332,5139.0,0.0,738.0,16812.928668,0.0,7500.0
214,0.0,0.0,13622.315695999998,5139.0,0.0,738.0,17400.134304,0.0,7500.0
215,0.0,0.0,565.0634040000004,5139.0,0.0,738.0,29136.986596000002,0.0,7500.0
216,0.0,0.0,0.0,2623.295312000002,0.0,738.0,30894.454687999998,0.0,7500.0
217,0.0,0.0,0.0,1803.8781279999967,0.0,738.0,30593.961872,0.0,7500.0
218,0.0,0.0,0.0,1178.6629439999997,0.0,738.0,30515.727056,0.0,7500.0
219,0.0,0.0,0.0,3508.951296000003,0.0,738.0,27801.808704,0.0,7500.0
220,0.0,0.0,0.0,381.0127360000006,0.0,738.0,30910.457264,0.0,7500.0
221,0.0,0.0,0.0,1906.2522919999974,0.0,738.0,29751.307708,0.0,7500.0
222,0.0,0.0,0.0,2761.420672,0.0,738.0,29726.859328,0.0,7500.0
223,0.0,0.0,0.0,2934.5044400000006,0.0,738.0,30853.85556,0.0,7500.0
224,0.0,0.0,0.0,4959.754467999999,0.0,738.0,30579.885532,0.0,7500.0
225,0.0,0.0,569.5023649999966,5139.0,0.0,738.0,30910.457264,737.380371,7500.0
226,0.0,0.0,358.34645399999863,5139.0,0.0,738.0,30458.384491999997,3656.5390540000003,7500.0
227,0.0,0.0,2529.019410000001,5139.0,0.0,738.0,29027.487488,4777.343102,7500.0
228,0.0,0.0,7312.570073999999,5139.0,0.0,738.0,25790.225631999998,4577.874294,7500.0
229,0.0,0.0,3296.149276,5139.0,0.0,738.0,30052.24504,5330.225684,7500.0
230,0.0,0.0,8619.851778,5139.0,0.0,738.0,25269.845568,5057.272653999999,7500.0
231,0.0,0.0,6008.341667999997,5139.0,0.0,738.0,29892.811968,3065.706364,7500.0
232,0.0,0.0,6786.548666799994,5139.0,0.0,738.0,30477.795024000003,1907.8263092,7500.0
233,0.0,0.0,8063.352285199999,5139.0,0.0,738.0,30775.324399999998,704.8133148,7500.0
234,0.0,0.0,17455.887028000005,5139.0,0.0,738.0,23470.592972,0.0,7500.0
235,0.0,0.0,11650.431847999997,5139.0,0.0,738.0,30444.308152,0.0,7500.0
236,0.0,0.0,13456.850995999997,5139.0,0.0,738.0,28250.029004,0.0,7500.0
237,0.0,0.0,12059.933868,5139.0,0.0,738.0,28512.886132,0.0,7500.0
238,0.0,0.0,8356.073724000002,5139.0,0.0,738.0,30609.816275999998,0.0,7500.0
239,0.0,0.0,6540.837775999997,5139.0,0.0,738.0,30122.182224,0.0,7500.0
240,0.0,0.0,6378.408968,5139.0,0.0,738.0,28301.741032,0.0,7500.0
241,0.0,0.0,6880.611004000002,5139.0,0.0,738.0,26425.438996,0.0,7500.0
242,0.0,0.0,4587.873735999998,5139.0,0.0,738.0,28058.146264,0.0,7500.0
243,0.0,0.0,12198.163820000005,5139.0,0.0,738.0,20198.066179999998,0.0,7500.0
244,0.0,0.0,25985.961817200005,5139.0,0.0,738.0,6704.7681828,0.0,7500.0
245,0.0,0.0,32118.840003600002,5139.0,0.0,738.0,1716.3799964,0.0,7500.0
246,0.0,0.0,33057.270478,5139.0,0.0,738.0,3128.429522,0.0,7500.0
