time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
189,0.0,0.0,11362.311235999998,5139.0,0.0,738.0,30910.457264,0.0,5000.0
190,0.0,0.0,10885.049735999997,5139.0,0.0,738.0,30910.457264,0.0,5000.0
191,0.0,0.0,9790.571735999994,5139.0,0.0,738.0,30910.457264,0.0,5000.0
192,0.0,0.0,8810.683871999994,5139.0,0.0,738.0,30749.246128,0.0,5000.0
193,0.0,0.0,8057.765447999998,5139.0,0.0,738.0,30788.808052,0.0,5000.0
194,0.0,0.0,7755.094736000003,5139.0,0.0,738.0,30910.457264,0.0,5000.0
195,0.0,0.0,13363.21743999999,5139.0,0.0,738.0,25612.271060000003,0.0,5000.0
196,0.0,0.0,9370.076907999995,5139.0,0.0,738.0,30243.535092,0.0,5000.0
197,0.0,0.0,10019.595188000003,5139.0,0.0,738.0,30615.446812,0.0,5000.0
198,0.0,0.0,14031.364551999995,5139.0,0.0,738.0,28257.733947999997,0.0,5000.0
199,0.0,0.0,22208.485463999998,5139.0,0.0,738.0,22342.559536,0.0,5000.0
200,0.0,0.0,31732.337964,5139.0,0.0,738.0,14933.959536,0.0,5000.0
201,0.0,0.0,26262.885336,5139.0,0.0,738.0,14847.427088,5774.117076,5000.0
202,0.0,0.0,31085.409196,5139.0,0.0,738.0,9681.336222,4495.8390819999995,5000.0
203,0.0,0.0,30204.34801239999,5139.0,0.0,738.0,4801.6321976,8180.85429,5000.0
204,0.0,0.0,33023.176610799994,5139.0,0.0,738.0,264.2795792,7695.48381,5000.0
205,0.0,0.0,31391.509103319993,5139.0,0.0,738.0,150.57090467999998,7368.835992000001,5000.0
206,0.0,0.0,29479.91640799999,5139.0,0.0,738.0,0.0,7554.786092,5000.0
207,0.0,0.0,27744.155762431998,5139.0,0.0,738.0,21.343287567999997,7996.532949999999,5000.0
208,0.0,0.0,26698.273746000006,5139.0,0.0,738.0,783.08902,7791.6892339999995,5000.0
209,0.0,0.0,27961.362873199992,5139.0,0.0,738.0,1757.8977908,6067.565336,5000.0
210,0.0,0.0,33892.2924368,5139.0,0.0,738.0,3734.7493459999996,555.9012171999999,5000.0
211,0.0,0.0,35246.8848396,5139.0,0.0,738.0,5596.560160399999,0.0,5000.0
